Full Name,Weight,Matchup,Outcome,Method,Round,Time,Weight Class
Sultan Aliev,170,Kenny Robertson,LOSS,KO/TKO,1.0,2:42,Welterweight
Nurullo Aliev,155,Rafael Alves,WIN,Decision,3.0,5:00,Lightweight
Nurullo Aliev,155,Josh Wick,WIN,KO/TKO,1.0,4:36,Lightweight
Ikram Aliskerov,185,Mario Sousa,WIN,Submission,1.0,2:09,Middleweight
Leon Aliu,185,Brunno Ferreira,LOSS,KO/TKO,1.0,1:35,Middleweight
John Allan,205,Dustin Jacoby,LOSS,Decision,3.0,5:00,Light Heavyweight
John Allan,205,Roman Dolidze,LOSS,Decision,3.0,5:00,Light Heavyweight
John Allan,205,Vinicius Moreira,LOSS,Submission,2.0,3:40,Light Heavyweight
George Allen,205,Keith Jardine,LOSS,Decision,2.0,5:00,Light Heavyweight
Arnold Allen,145,Max Holloway,LOSS,Decision,5.0,5:00,Featherweight
Arnold Allen,145,Calvin Kattar,WIN,KO/TKO,2.0,0:08,Featherweight
Arnold Allen,145,Dan Hooker,WIN,KO/TKO,1.0,2:33,Featherweight
Arnold Allen,145,Sodiq Yusuff,WIN,Decision,3.0,5:00,Featherweight
Arnold Allen,145,Nik Lentz,WIN,Decision,3.0,5:00,Featherweight
Arnold Allen,145,Gilbert Melendez,WIN,Decision,3.0,5:00,Featherweight
Arnold Allen,145,Jordan Rinaldi,WIN,Decision,3.0,5:00,Featherweight
Arnold Allen,145,Mads Burnell,WIN,Submission,3.0,2:41,Featherweight
Arnold Allen,145,Makwan Amirkhani,WIN,Decision,3.0,5:00,Featherweight
Arnold Allen,145,Yaotzin Meza,WIN,Decision,3.0,5:00,Featherweight
Arnold Allen,145,Alan Omer,WIN,Submission,3.0,1:41,Featherweight
Brendan Allen,185,Andre Muniz,WIN,Submission,3.0,4:25,Middleweight
Brendan Allen,185,Krzysztof Jotko,WIN,Submission,1.0,4:17,Middleweight
Brendan Allen,185,Jacob Malkoun,WIN,Decision,3.0,5:00,Middleweight
Brendan Allen,185,Sam Alvey,WIN,Submission,2.0,2:10,Middleweight
Brendan Allen,185,Chris Curtis,LOSS,KO/TKO,2.0,1:58,Middleweight
Brendan Allen,185,Punahele Soriano,WIN,Decision,3.0,5:00,Middleweight
Brendan Allen,185,Karl Roberson,WIN,Submission,1.0,4:55,Middleweight
Brendan Allen,185,Sean Strickland,LOSS,KO/TKO,2.0,1:32,Middleweight
Brendan Allen,185,Kyle Daukaus,WIN,Decision,3.0,5:00,Middleweight
Brendan Allen,185,Tom Breese,WIN,KO/TKO,1.0,4:47,Middleweight
Brendan Allen,185,Kevin Holland,WIN,Submission,2.0,3:38,Middleweight
Brendan Allen,185,Aaron Jeffery,WIN,Submission,1.0,3:23,Middleweight
Ben Alloway,170,Zak Cummings,LOSS,Submission,1.0,4:19,Welterweight
Ben Alloway,170,Ryan LaFlare,LOSS,Decision,3.0,5:00,Welterweight
Ben Alloway,170,Manuel Rodriguez,WIN,KO/TKO,1.0,4:57,Welterweight
Ricardo Almeida,170,Mike Pyle,LOSS,Decision,3.0,5:00,Welterweight
Ricardo Almeida,170,TJ Grant,WIN,Decision,3.0,5:00,Welterweight
Ricardo Almeida,170,Matt Hughes,LOSS,Submission,1.0,3:15,Welterweight
Ricardo Almeida,170,Matt Brown,WIN,Submission,2.0,3:30,Welterweight
Ricardo Almeida,170,Kendall Grove,WIN,Decision,3.0,5:00,Welterweight
Ricardo Almeida,170,Matt Horwich,WIN,Decision,3.0,5:00,Welterweight
Ricardo Almeida,170,Patrick Cote,LOSS,Decision,3.0,5:00,Welterweight
Ricardo Almeida,170,Rob Yundt,WIN,Submission,1.0,1:08,Welterweight
Ricardo Almeida,170,Ryo Chonan,WIN,Decision,2.0,5:00,Welterweight
Ricardo Almeida,170,Andrei Semenov,LOSS,KO/TKO,2.0,2:01,Welterweight
Ricardo Almeida,170,Eugene Jackson,WIN,Submission,1.0,4:06,Welterweight
Ricardo Almeida,170,Akira Shoji,WIN,Decision,2.0,10:00,Welterweight
Magno Almeida,155,James Terry,LOSS,KO/TKO,1.0,3:21,Lightweight
Magno Almeida,155,Conor Heun,LOSS,Decision,3.0,5:00,Lightweight
Thomas Almeida,145,Sean O'Malley,LOSS,KO/TKO,3.0,3:52,Featherweight
Thomas Almeida,145,Jonathan Martinez,LOSS,Decision,3.0,5:00,Featherweight
Thomas Almeida,145,Rob Font,LOSS,KO/TKO,2.0,2:24,Featherweight
Thomas Almeida,145,Jimmie Rivera,LOSS,Decision,3.0,5:00,Featherweight
Thomas Almeida,145,Albert Morales,WIN,KO/TKO,2.0,1:37,Featherweight
Thomas Almeida,145,Cody Garbrandt,LOSS,KO/TKO,1.0,2:53,Featherweight
Thomas Almeida,145,Anthony Birchak,WIN,KO/TKO,1.0,4:24,Featherweight
Thomas Almeida,145,Brad Pickett,WIN,KO/TKO,2.0,0:29,Featherweight
Thomas Almeida,145,Yves Jabouin,WIN,KO/TKO,1.0,4:18,Featherweight
Thomas Almeida,145,Tim Gorman,WIN,Decision,3.0,5:00,Featherweight
Ericka Almeida,115,Aisling Daly,LOSS,Decision,3.0,5:00,Strawweight
Ericka Almeida,115,Juliana Lima,LOSS,Decision,3.0,5:00,Strawweight
Estefani Almeida,125,Taila Santos,LOSS,Decision,3.0,5:00,Flyweight
Jailton Almeida,205,Shamil Abdurakhimov,WIN,KO/TKO,2.0,2:56,Light Heavyweight
Jailton Almeida,205,Anton Turkalj,WIN,Submission,1.0,4:27,Light Heavyweight
Jailton Almeida,205,Parker Porter,WIN,Submission,1.0,4:35,Light Heavyweight
Jailton Almeida,205,Danilo Marques,WIN,KO/TKO,1.0,2:57,Light Heavyweight
Jailton Almeida,205,Nasrudin Nasrudinov,WIN,Submission,2.0,1:49,Light Heavyweight
Lucas Almeida,145,Michael Trizano,WIN,KO/TKO,3.0,0:55,Featherweight
Lucas Almeida,145,Daniel Zellhuber,LOSS,Decision,3.0,5:00,Featherweight
Sarah Alpar,135,Erin Blanchfield,LOSS,Decision,3.0,5:00,Bantamweight
Sarah Alpar,135,Jessica-Rose Clark,LOSS,KO/TKO,3.0,4:21,Bantamweight
Sarah Alpar,135,Shanna Young,WIN,Submission,2.0,2:55,Bantamweight
Ali AlQaisi,135,Tony Kelley,LOSS,Decision,3.0,5:00,Bantamweight
Ali AlQaisi,135,Irwin Rivera,LOSS,Decision,3.0,5:00,Bantamweight
Rico Altamirano,170,Alexander Trevino,WIN,Decision,3.0,5:00,Welterweight
Victor Altamirano,125,Vinicius Salvador,WIN,Decision,3.0,5:00,Flyweight
Victor Altamirano,125,Daniel Lacerda,WIN,KO/TKO,1.0,3:39,Flyweight
Victor Altamirano,125,Carlos Hernandez,LOSS,Decision,3.0,5:00,Flyweight
Victor Altamirano,125,Carlos Candelario,WIN,Decision,3.0,5:00,Flyweight
Mike Altman,185,Cung Le,LOSS,KO/TKO,1.0,3:51,Middleweight
Sean Alvarez,235,Wesley Correira,LOSS,KO/TKO,2.0,1:46,Heavyweight
Eddie Alvarez,155,Dustin Poirier,LOSS,KO/TKO,2.0,4:05,Lightweight
Eddie Alvarez,155,Justin Gaethje,WIN,KO/TKO,3.0,3:59,Lightweight
Eddie Alvarez,155,Conor McGregor,LOSS,KO/TKO,2.0,3:04,Lightweight
Eddie Alvarez,155,Rafael Dos Anjos,WIN,KO/TKO,1.0,3:49,Lightweight
Eddie Alvarez,155,Anthony Pettis,WIN,Decision,3.0,5:00,Lightweight
Eddie Alvarez,155,Gilbert Melendez,WIN,Decision,3.0,5:00,Lightweight
Eddie Alvarez,155,Donald Cerrone,LOSS,Decision,3.0,5:00,Lightweight
Eddie Alvarez,155,Katsunori Kikuno,WIN,Submission,2.0,3:42,Lightweight
Eddie Alvarez,155,Shinya Aoki,LOSS,Submission,1.0,1:32,Lightweight
Eddie Alvarez,155,Tatsuya Kawajiri,WIN,KO/TKO,1.0,7:35,Lightweight
Eddie Alvarez,155,Joachim Hansen,WIN,Decision,2.0,5:00,Lightweight
Eddie Alvarez,155,Andre Amado,WIN,KO/TKO,1.0,6:47,Lightweight
Jaime Alvarez,125,Martin Day,WIN,Decision,3.0,5:00,Flyweight
Joel Alvarez,155,Arman Tsarukyan,LOSS,KO/TKO,2.0,1:57,Lightweight
Joel Alvarez,155,Thiago Moises,WIN,KO/TKO,1.0,3:01,Lightweight
Joel Alvarez,155,Alexander Yakovlev,WIN,Submission,1.0,3:00,Lightweight
Joel Alvarez,155,Joe Duffy,WIN,Submission,1.0,2:25,Lightweight
Joel Alvarez,155,Danilo Belluardo,WIN,KO/TKO,2.0,2:22,Lightweight
Joel Alvarez,155,Damir Ismagulov,LOSS,Decision,3.0,5:00,Lightweight
Thiago Alves,170,Tim Means,LOSS,Submission,1.0,2:38,Welterweight
Thiago Alves,170,Laureano Staropoli,LOSS,Decision,3.0,5:00,Welterweight
Thiago Alves,170,Max Griffin,WIN,Decision,3.0,5:00,Welterweight
Thiago Alves,170,Aleksei Kunchenko,LOSS,Decision,3.0,5:00,Welterweight
Thiago Alves,170,Curtis Millender,LOSS,KO/TKO,2.0,4:17,Welterweight
Thiago Alves,170,Patrick Cote,WIN,Decision,3.0,5:00,Welterweight
Thiago Alves,170,Jim Miller,LOSS,Decision,3.0,5:00,Welterweight
Thiago Alves,170,Carlos Condit,LOSS,KO/TKO,2.0,5:00,Welterweight
Thiago Alves,170,Jordan Mein,WIN,KO/TKO,2.0,0:39,Welterweight
Thiago Alves,170,Seth Baczynski,WIN,Decision,3.0,5:00,Welterweight
Thiago Alves,170,Martin Kampmann,LOSS,Submission,3.0,4:12,Welterweight
Thiago Alves,170,Papy Abedi,WIN,Submission,1.0,3:32,Welterweight
Thiago Alves,170,Rick Story,LOSS,Decision,3.0,5:00,Welterweight
Thiago Alves,170,John Howard,WIN,Decision,3.0,5:00,Welterweight
Thiago Alves,170,Jon Fitch,LOSS,Decision,3.0,5:00,Welterweight
Thiago Alves,170,Georges St-Pierre,LOSS,Decision,5.0,5:00,Welterweight
Thiago Alves,170,Josh Koscheck,WIN,Decision,3.0,5:00,Welterweight
Thiago Alves,170,Matt Hughes,WIN,KO/TKO,2.0,1:02,Welterweight
Thiago Alves,170,Karo Parisyan,WIN,KO/TKO,2.0,0:24,Welterweight
Thiago Alves,170,Chris Lytle,WIN,KO/TKO,2.0,5:00,Welterweight
Thiago Alves,170,Kuniyoshi Hironaka,WIN,KO/TKO,2.0,4:04,Welterweight
Thiago Alves,170,Tony DeSouza,WIN,KO/TKO,2.0,1:10,Welterweight
Thiago Alves,170,John Alessio,WIN,Decision,3.0,5:00,Welterweight
Thiago Alves,170,Jon Fitch,LOSS,KO/TKO,2.0,4:37,Welterweight
Thiago Alves,170,Derrick Noble,WIN,KO/TKO,1.0,2:54,Welterweight
Thiago Alves,170,Ansar Chalangov,WIN,KO/TKO,1.0,2:25,Welterweight
Thiago Alves,170,Spencer Fisher,LOSS,Submission,2.0,4:43,Welterweight
Anthony Alves,--,Jesse Jones,LOSS,KO/TKO,1.0,2:01,Unknown
Amilcar Alves,170,Charlie Brenneman,LOSS,Decision,3.0,5:00,Welterweight
Amilcar Alves,170,Mike Pierce,LOSS,Submission,3.0,3:11,Welterweight
Warlley Alves,170,Nicolas Dalby,LOSS,Decision,3.0,5:00,Welterweight
Warlley Alves,170,Jeremiah Wells,LOSS,KO/TKO,2.0,0:30,Welterweight
Warlley Alves,170,Mounir Lazzez,WIN,KO/TKO,1.0,2:35,Welterweight
Warlley Alves,170,Randy Brown,LOSS,Submission,2.0,1:22,Welterweight
Warlley Alves,170,Sergio Moraes,WIN,KO/TKO,3.0,4:13,Welterweight
Warlley Alves,170,James Krause,LOSS,KO/TKO,2.0,2:28,Welterweight
Warlley Alves,170,Sultan Aliev,WIN,KO/TKO,2.0,5:00,Welterweight
Warlley Alves,170,Salim Touahri,WIN,Decision,3.0,5:00,Welterweight
Warlley Alves,170,Kamaru Usman,LOSS,Decision,3.0,5:00,Welterweight
Warlley Alves,170,Bryan Barberena,LOSS,Decision,3.0,5:00,Welterweight
Warlley Alves,170,Colby Covington,WIN,Submission,1.0,1:26,Welterweight
Warlley Alves,170,Nordine Taleb,WIN,Submission,2.0,4:11,Welterweight
Warlley Alves,170,Alan Jouban,WIN,Decision,3.0,5:00,Welterweight
Warlley Alves,170,Marcio Alexandre Junior,WIN,Submission,3.0,0:25,Welterweight
Rafael Alves,155,Nurullo Aliev,LOSS,Decision,3.0,5:00,Lightweight
Rafael Alves,155,Drew Dober,LOSS,KO/TKO,3.0,1:30,Lightweight
Rafael Alves,155,Marc Diakiese,WIN,Submission,1.0,1:48,Lightweight
Rafael Alves,155,Damir Ismagulov,LOSS,Decision,3.0,5:00,Lightweight
Rafael Alves,155,Alejandro Flores,WIN,Submission,2.0,2:55,Lightweight
Sam Alvey,185,Michal Oleksiejczuk,LOSS,KO/TKO,1.0,1:56,Middleweight
Sam Alvey,185,Brendan Allen,LOSS,Submission,2.0,2:10,Middleweight
Sam Alvey,185,Wellington Turman,LOSS,Decision,3.0,5:00,Middleweight
Sam Alvey,185,Julian Marquez,LOSS,Submission,2.0,2:07,Middleweight
Sam Alvey,185,Ryan Spann,LOSS,Decision,3.0,5:00,Middleweight
Sam Alvey,185,Klidson Abreu,LOSS,Decision,3.0,5:00,Middleweight
Sam Alvey,185,Jimmy Crute,LOSS,KO/TKO,1.0,2:49,Middleweight
Sam Alvey,185,Rogerio Nogueira,LOSS,KO/TKO,2.0,1:00,Middleweight
Sam Alvey,185,Gian Villante,WIN,Decision,3.0,5:00,Middleweight
Sam Alvey,185,Marcin Prachnio,WIN,KO/TKO,1.0,4:23,Middleweight
Sam Alvey,185,Ramazan Emeev,LOSS,Decision,3.0,5:00,Middleweight
Sam Alvey,185,Rashad Evans,WIN,Decision,3.0,5:00,Middleweight
Sam Alvey,185,Thales Leites,LOSS,Decision,3.0,5:00,Middleweight
Sam Alvey,185,Nate Marquardt,WIN,Decision,3.0,5:00,Middleweight
Sam Alvey,185,Alex Nicholson,WIN,Decision,3.0,5:00,Middleweight
Sam Alvey,185,Kevin Casey,WIN,KO/TKO,2.0,4:56,Middleweight
Sam Alvey,185,Eric Spicely,WIN,Submission,1.0,2:43,Middleweight
Sam Alvey,185,Elias Theodorou,LOSS,Decision,3.0,5:00,Middleweight
Sam Alvey,185,Derek Brunson,LOSS,KO/TKO,1.0,2:19,Middleweight
Sam Alvey,185,Daniel Kelly,WIN,KO/TKO,1.0,0:49,Middleweight
Sam Alvey,185,Cezar Ferreira,WIN,KO/TKO,1.0,3:34,Middleweight
Sam Alvey,185,Dylan Andrews,WIN,KO/TKO,1.0,2:16,Middleweight
Sam Alvey,185,Tom Watson,LOSS,Decision,3.0,5:00,Middleweight
Andre Amado,154,KJ Noons,LOSS,Decision,2.0,5:00,Lightweight
Andre Amado,154,Katsunori Kikuno,LOSS,KO/TKO,1.0,3:47,Lightweight
Andre Amado,154,Eddie Alvarez,LOSS,KO/TKO,1.0,6:47,Lightweight
Adlan Amagov,170,TJ Waldburger,WIN,KO/TKO,1.0,3:00,Welterweight
Adlan Amagov,170,Chris Spang,WIN,Decision,3.0,5:00,Welterweight
Adlan Amagov,170,Keith Berry,WIN,KO/TKO,1.0,0:48,Welterweight
Adlan Amagov,170,Robbie Lawler,LOSS,KO/TKO,1.0,1:48,Welterweight
Adlan Amagov,170,Anthony Smith,WIN,KO/TKO,1.0,2:32,Welterweight
Adlan Amagov,170,Ron Stallings,WIN,Decision,3.0,5:00,Welterweight
Maiara Amanajas dos Santos,115,Sarah Frota,LOSS,KO/TKO,1.0,3:26,Strawweight
Rayanne Amanda,115,Denise Gomes,LOSS,Decision,3.0,5:00,Strawweight
Chris Amarante,185,Sean Bassett,WIN,Submission,1.0,4:37,Middleweight
Jimmy Ambriz,315,Ikuhisa Minowa,LOSS,Submission,2.0,2:42,Unknown
Jimmy Ambriz,315,Sergei Kharitonov,LOSS,KO/TKO,1.0,2:15,Unknown
Jimmy Ambriz,315,Ricco Rodriguez,LOSS,KO/TKO,1.0,4:13,Unknown
JJ Ambrose,170,Mike Pyle,LOSS,Submission,1.0,2:51,Welterweight
Alen Amedovski,185,Joe Pyfer,LOSS,KO/TKO,1.0,3:55,Middleweight
Alen Amedovski,185,Joseph Holmes,LOSS,Submission,1.0,1:04,Middleweight
Alen Amedovski,185,John Phillips,LOSS,KO/TKO,1.0,0:17,Middleweight
Alen Amedovski,185,Krzysztof Jotko,LOSS,Decision,3.0,5:00,Middleweight
Makwan Amirkhani,145,Jack Shore,LOSS,Submission,2.0,4:27,Featherweight
Makwan Amirkhani,145,Jonathan Pearce,LOSS,KO/TKO,2.0,4:10,Featherweight
Makwan Amirkhani,145,Mike Grundy,WIN,Submission,1.0,0:57,Featherweight
Makwan Amirkhani,145,Lerone Murphy,LOSS,KO/TKO,2.0,0:14,Featherweight
Makwan Amirkhani,145,Kamuela Kirk,LOSS,Decision,3.0,5:00,Featherweight
Makwan Amirkhani,145,Edson Barboza,LOSS,Decision,3.0,5:00,Featherweight
Makwan Amirkhani,145,Danny Henry,WIN,Submission,1.0,3:15,Featherweight
Makwan Amirkhani,145,Shane Burgos,LOSS,KO/TKO,3.0,4:32,Featherweight
Makwan Amirkhani,145,Chris Fishgold,WIN,Submission,2.0,4:25,Featherweight
Makwan Amirkhani,145,Jason Knight,WIN,Decision,3.0,5:00,Featherweight
Makwan Amirkhani,145,Arnold Allen,LOSS,Decision,3.0,5:00,Featherweight
Makwan Amirkhani,145,Mike Wilkinson,WIN,Decision,3.0,5:00,Featherweight
Makwan Amirkhani,145,Masio Fullen,WIN,Submission,1.0,1:41,Featherweight
Makwan Amirkhani,145,Andy Ogle,WIN,KO/TKO,1.0,0:08,Featherweight
Jaqueline Amorim,115,Sam Hughes,LOSS,Decision,3.0,5:00,Strawweight
Bertrand Amoussou,190,Raou Raou,WIN,KO/TKO,2.0,0:29,Light Heavyweight
Karl Amoussou,185,Kazuhiro Nakamura,LOSS,Decision,2.0,5:00,Middleweight
Eryk Anders,185,Kyle Daukaus,WIN,KO/TKO,2.0,2:45,Middleweight
Eryk Anders,185,JunYong Park,LOSS,Decision,3.0,5:00,Middleweight
Eryk Anders,185,Andre Muniz,LOSS,Submission,1.0,3:13,Middleweight
Eryk Anders,185,Darren Stewart,WIN,Decision,3.0,5:00,Middleweight
Eryk Anders,185,Krzysztof Jotko,LOSS,Decision,3.0,5:00,Middleweight
Eryk Anders,185,Gerald Meerschaert,WIN,Decision,3.0,5:00,Middleweight
Eryk Anders,185,Vinicius Moreira,WIN,KO/TKO,1.0,1:18,Middleweight
Eryk Anders,185,Khalil Rountree Jr.,LOSS,Decision,3.0,5:00,Middleweight
Eryk Anders,185,Elias Theodorou,LOSS,Decision,3.0,5:00,Middleweight
Eryk Anders,185,Thiago Santos,LOSS,KO/TKO,3.0,5:00,Middleweight
Eryk Anders,185,Tim Williams,WIN,KO/TKO,3.0,4:42,Middleweight
Eryk Anders,185,Lyoto Machida,LOSS,Decision,5.0,5:00,Middleweight
Eryk Anders,185,Markus Perez,WIN,Decision,3.0,5:00,Middleweight
Eryk Anders,185,Rafael Natal,WIN,KO/TKO,1.0,2:54,Middleweight
Matt Andersen,230,Rafael Carino,LOSS,KO/TKO,1.0,5:32,Heavyweight
Andy Anderson,240,Jon Hess,LOSS,KO/TKO,1.0,1:23,Heavyweight
Lowell Anderson,160,John Lewis,LOSS,KO/TKO,3.0,0:13,Welterweight
Corey Anderson,205,Jan Blachowicz,LOSS,KO/TKO,1.0,3:08,Light Heavyweight
Corey Anderson,205,Johnny Walker,WIN,KO/TKO,1.0,2:07,Light Heavyweight
Corey Anderson,205,Ilir Latifi,WIN,Decision,3.0,5:00,Light Heavyweight
Corey Anderson,205,Glover Teixeira,WIN,Decision,3.0,5:00,Light Heavyweight
Corey Anderson,205,Patrick Cummins,WIN,Decision,3.0,5:00,Light Heavyweight
Corey Anderson,205,Ovince Saint Preux,LOSS,KO/TKO,3.0,1:25,Light Heavyweight
Corey Anderson,205,Jimi Manuwa,LOSS,KO/TKO,1.0,3:05,Light Heavyweight
Corey Anderson,205,Sean O'Connell,WIN,KO/TKO,2.0,2:36,Light Heavyweight
Corey Anderson,205,Mauricio Rua,LOSS,Decision,3.0,5:00,Light Heavyweight
Corey Anderson,205,Tom Lawlor,WIN,Decision,3.0,5:00,Light Heavyweight
Corey Anderson,205,Fabio Maldonado,WIN,Decision,3.0,5:00,Light Heavyweight
Corey Anderson,205,Jan Blachowicz,WIN,Decision,3.0,5:00,Light Heavyweight
Corey Anderson,205,Gian Villante,LOSS,KO/TKO,3.0,4:18,Light Heavyweight
Corey Anderson,205,Justin Jones,WIN,Decision,3.0,5:00,Light Heavyweight
Corey Anderson,205,Matt Van Buren,WIN,KO/TKO,1.0,1:01,Light Heavyweight
Megan Anderson,145,Amanda Nunes,LOSS,Submission,1.0,2:03,Featherweight
Megan Anderson,145,Norma Dumont,WIN,KO/TKO,1.0,3:31,Featherweight
Megan Anderson,145,Zarah Fairn,WIN,Submission,1.0,3:57,Featherweight
Megan Anderson,145,Felicia Spencer,LOSS,Submission,1.0,3:24,Featherweight
Megan Anderson,145,Cat Zingano,WIN,KO/TKO,1.0,1:01,Featherweight
Megan Anderson,145,Holly Holm,LOSS,Decision,3.0,5:00,Featherweight
Alex Andrade,200,Murilo Rua,LOSS,Decision,3.0,5:00,Light Heavyweight
Jessica Andrade,115,Erin Blanchfield,LOSS,Submission,2.0,1:37,Strawweight
Jessica Andrade,115,Lauren Murphy,WIN,Decision,3.0,5:00,Strawweight
Jessica Andrade,115,Amanda Lemos,WIN,Submission,1.0,3:13,Strawweight
Jessica Andrade,115,Cynthia Calvillo,WIN,KO/TKO,1.0,4:54,Strawweight
Jessica Andrade,115,Valentina Shevchenko,LOSS,KO/TKO,2.0,3:19,Strawweight
Jessica Andrade,115,Katlyn Chookagian,WIN,KO/TKO,1.0,4:55,Strawweight
Jessica Andrade,115,Rose Namajunas,LOSS,Decision,3.0,5:00,Strawweight
Jessica Andrade,115,Zhang Weili,LOSS,KO/TKO,1.0,0:42,Strawweight
Jessica Andrade,115,Rose Namajunas,WIN,KO/TKO,2.0,2:58,Strawweight
Jessica Andrade,115,Karolina Kowalkiewicz,WIN,KO/TKO,1.0,1:58,Strawweight
Jessica Andrade,115,Tecia Torres,WIN,Decision,3.0,5:00,Strawweight
Jessica Andrade,115,Claudia Gadelha,WIN,Decision,3.0,5:00,Strawweight
Jessica Andrade,115,Joanna Jedrzejczyk,LOSS,Decision,5.0,5:00,Strawweight
Jessica Andrade,115,Angela Hill,WIN,Decision,3.0,5:00,Strawweight
Jessica Andrade,115,Joanne Wood,WIN,Submission,1.0,4:38,Strawweight
Jessica Andrade,115,Jessica Penne,WIN,KO/TKO,2.0,2:56,Strawweight
Jessica Andrade,115,Raquel Pennington,LOSS,Submission,2.0,4:58,Strawweight
Jessica Andrade,115,Sarah Moras,WIN,Decision,3.0,5:00,Strawweight
Jessica Andrade,115,Marion Reneau,LOSS,Submission,1.0,1:54,Strawweight
Jessica Andrade,115,Larissa Pacheco,WIN,Submission,1.0,4:33,Strawweight
Jessica Andrade,115,Raquel Pennington,WIN,Decision,3.0,5:00,Strawweight
Jessica Andrade,115,Rosi Sexton,WIN,Decision,3.0,5:00,Strawweight
Jessica Andrade,115,Liz Carmouche,LOSS,KO/TKO,2.0,3:57,Strawweight
Viscardi Andrade,170,Richard Walsh,WIN,Decision,3.0,5:00,Welterweight
Viscardi Andrade,170,Gasan Umalatov,WIN,Decision,3.0,5:00,Welterweight
Viscardi Andrade,170,Nicholas Musoke,LOSS,Decision,3.0,5:00,Welterweight
Viscardi Andrade,170,Bristol Marunde,WIN,KO/TKO,1.0,1:36,Welterweight
Jermaine Andre,200,Joey Villasenor,WIN,KO/TKO,1.0,0:21,Light Heavyweight
Jermaine Andre,200,Ronald Jhun,WIN,KO/TKO,1.0,3:11,Light Heavyweight
Jermaine Andre,200,Lance Gibson,LOSS,KO/TKO,3.0,3:35,Light Heavyweight
Juan Andres Luna,125,Alessandro Costa,LOSS,Decision,3.0,5:00,Flyweight
Dylan Andrews,185,Brad Scott,LOSS,Submission,2.0,4:54,Middleweight
Dylan Andrews,185,Sam Alvey,LOSS,KO/TKO,1.0,2:16,Middleweight
Dylan Andrews,185,Clint Hester,LOSS,KO/TKO,2.0,5:00,Middleweight
Dylan Andrews,185,Papy Abedi,WIN,KO/TKO,3.0,1:32,Middleweight
Dylan Andrews,185,Jimmy Quinlan,WIN,KO/TKO,1.0,3:22,Middleweight
Reese Andy,205,Matt Hamill,LOSS,KO/TKO,2.0,2:19,Light Heavyweight
Reese Andy,205,Brandon Vera,LOSS,Decision,3.0,5:00,Light Heavyweight
Angga,145,Lu Kai,LOSS,KO/TKO,2.0,4:33,Featherweight
Julius Anglickas,205,Karl Reed,WIN,Submission,3.0,3:25,Light Heavyweight
Collin Anglin,145,Sean Woodson,LOSS,KO/TKO,1.0,4:30,Featherweight
Collin Anglin,145,Melsik Baghdasaryan,LOSS,KO/TKO,2.0,1:50,Featherweight
Collin Anglin,145,Muhammad Naimov,WIN,Decision,3.0,5:00,Featherweight
Chad Anheliger,135,Alatengheili,LOSS,Decision,3.0,5:00,Bantamweight
Chad Anheliger,135,Jesse Strader,WIN,KO/TKO,3.0,3:33,Bantamweight
Chad Anheliger,135,Muin Gafurov,WIN,Decision,3.0,5:00,Bantamweight
Yoji Anjo,205,Ryan Gracie,LOSS,Submission,1.0,8:33,Light Heavyweight
Yoji Anjo,205,Matt Lindland,LOSS,KO/TKO,1.0,2:58,Light Heavyweight
Yoji Anjo,205,Murilo Bustamante,LOSS,Submission,2.0,0:31,Light Heavyweight
Yoji Anjo,205,David Abbott,LOSS,Decision,2.0,3:00,Light Heavyweight
Magomed Ankalaev,205,Anthony Smith,WIN,KO/TKO,2.0,3:09,Light Heavyweight
Magomed Ankalaev,205,Thiago Santos,WIN,Decision,5.0,5:00,Light Heavyweight
Magomed Ankalaev,205,Volkan Oezdemir,WIN,Decision,3.0,5:00,Light Heavyweight
Magomed Ankalaev,205,Nikita Krylov,WIN,Decision,3.0,5:00,Light Heavyweight
Magomed Ankalaev,205,Ion Cutelaba,WIN,KO/TKO,1.0,4:19,Light Heavyweight
Magomed Ankalaev,205,Ion Cutelaba,WIN,KO/TKO,1.0,0:38,Light Heavyweight
Magomed Ankalaev,205,Dalcha Lungiambula,WIN,KO/TKO,3.0,0:29,Light Heavyweight
Magomed Ankalaev,205,Klidson Abreu,WIN,Decision,3.0,5:00,Light Heavyweight
Magomed Ankalaev,205,Marcin Prachnio,WIN,KO/TKO,1.0,3:09,Light Heavyweight
Magomed Ankalaev,205,Paul Craig,LOSS,Submission,3.0,4:59,Light Heavyweight
Gadzhimurad Antigulov,205,Maxim Grishin,LOSS,KO/TKO,2.0,4:58,Light Heavyweight
Gadzhimurad Antigulov,205,Paul Craig,LOSS,Submission,1.0,2:06,Light Heavyweight
Gadzhimurad Antigulov,205,Michal Oleksiejczuk,LOSS,KO/TKO,1.0,0:44,Light Heavyweight
Gadzhimurad Antigulov,205,Ion Cutelaba,LOSS,KO/TKO,1.0,4:25,Light Heavyweight
Gadzhimurad Antigulov,205,Joachim Christensen,WIN,Submission,1.0,2:21,Light Heavyweight
Gadzhimurad Antigulov,205,Marcos Rogerio de Lima,WIN,Submission,1.0,1:07,Light Heavyweight
Adam Antolin,125,Casey Kenney,WIN,Decision,3.0,5:00,Flyweight
Adam Antolin,125,Ronald Carillo,LOSS,Submission,1.0,1:48,Flyweight
Adam Antolin,125,Javi Alanis,WIN,KO/TKO,2.0,1:41,Flyweight
Adam Antolin,125,Hugo Govea,WIN,Submission,1.0,1:31,Flyweight
