Full Name,Weight,Matchup,Outcome,Method,Round,Time,Method Summary,Match Summary,Predicted Match Summary
Aaron Riley,155 lbs.,Joe Brammer,WIN,U-DEC,3.0,5:00,Decision,Aaron Riley Decision Win,Aaron Riley Decision Win
Aaron Rosa,205 lbs.,Joey Beltran,LOSS,KO/TKO,3.0,1:26,KO,Joey Beltran KO Win,Aaron Rosa Decision Win
Aaron Simpson,170 lbs.,Ronny Markes,LOSS,S-DEC,3.0,5:00,Decision,Ronny Markes Decision Win,Aaron Simpson KO Win
Abdul Razak Alhassan,185 lbs.,Alessio Di Chirico,WIN,KO/TKO ,1.0,0:17,KO,Abdul Razak Alhassan KO Win,Abdul Razak Alhassan KO Win
Abel Trujillo,155 lbs.,Marcus LeVesseur,WIN,KO/TKO,2.0,3:56,KO,Abel Trujillo KO Win,Abel Trujillo KO Win
Adlan Amagov,170 lbs.,Keith Berry,WIN,KO/TKO,1.0,0:48,KO,Adlan Amagov KO Win,Adlan Amagov KO Win
Adrian Yanez,135 lbs.,Brady Huang,WIN,KO/TKO,1.0,0:39,KO,Adrian Yanez KO Win,Adrian Yanez KO Win
Adriano Martins,155 lbs.,Keita Nakamura,LOSS,S-DEC,2.0,5:00,Decision,Keita Nakamura Decision Win,Adriano Martins Decision Win
Aiemann Zahabi,135 lbs.,Vince Morales,LOSS,U-DEC,3.0,5:00,Decision,Vince Morales Decision Win,Aiemann Zahabi Decision Win
Akihiro Gono,170 lbs.,Dan Hardy,LOSS,S-DEC,3.0,5:00,Decision,Dan Hardy Decision Win,Dan Hardy Decision Win
Akira Corassani,145 lbs.,Dustin Poirier,LOSS,KO/TKO ,2.0,0:42,KO,Dustin Poirier KO Win,Dustin Poirier KO Win
Akira Shoji,195 lbs.,Ebenezer Fontes Braga,WIN,U-DEC,1.0,15:00,Decision,Akira Shoji Decision Win,Ebenezer Fontes Braga Decision Win
Al Iaquinta,155 lbs.,Kevin Lee,WIN,U-DEC ,5.0,5:00,Decision,Al Iaquinta Decision Win,Al Iaquinta Decision Win
Alan Belcher,185 lbs.,Jason MacDonald,WIN,KO/TKO,1.0,3:48,KO,Alan Belcher KO Win,Alan Belcher KO Win
Alan Jouban,170 lbs.,Ben Saunders,WIN,KO/TKO ,2.0,2:38,KO,Alan Jouban KO Win,Alan Jouban KO Win
Alan Patrick,155 lbs.,Garett Whiteley,WIN,KO/TKO,1.0,3:54,KO,Alan Patrick KO Win,Alan Patrick Decision Win
Alatengheili,135 lbs.,Casey Kenney,LOSS,U-DEC,3.0,5:00,Decision,Casey Kenney Decision Win,Alatengheili Decision Win
Albert Morales,135 lbs.,Brett Johns,LOSS,U-DEC,3.0,5:00,Decision,Brett Johns Decision Win,Brett Johns Submission Win
Albert Tumenov,170 lbs.,Ildemar Alcantara,LOSS,S-DEC,3.0,5:00,Decision,Ildemar Alcantara Decision Win,Albert Tumenov Decision Win
Alejandro Perez,135 lbs.,Song Yadong,LOSS,KO/TKO,1.0,2:04,KO,Song Yadong KO Win,Song Yadong Decision Win
Aleksandar Rakic,205 lbs.,Francimar Barroso,WIN,U-DEC,3.0,5:00,Decision,Aleksandar Rakic Decision Win,Aleksandar Rakic Decision Win
Aleksander Emelianenko,255 lbs.,Assuerio Silva,WIN,S-DEC,2.0,5:00,Decision,Aleksander Emelianenko Decision Win,Aleksander Emelianenko Submission Win
Aleksei Oleinik,240 lbs.,Chris Daukaus,LOSS,KO/TKO,1.0,1:55,KO,Chris Daukaus KO Win,Chris Daukaus KO Win
Alessio Di Chirico,185 lbs.,Joaquin Buckley,WIN,KO/TKO ,1.0,2:12,KO,Alessio Di Chirico KO Win,Joaquin Buckley KO Win
Alessio Sakara,185 lbs.,Chris Weidman,LOSS,U-DEC,3.0,5:00,Decision,Chris Weidman Decision Win,Alessio Sakara KO Win
Alex Caceres,145 lbs.,Sergio Pettis,WIN,SUB ,3.0,4:39,Submission,Alex Caceres Submission Win,Sergio Pettis Decision Win
Alex Chambers,115 lbs.,Paige VanZant,LOSS,SUB,3.0,1:01,Submission,Paige VanZant Submission Win,Paige VanZant Submission Win
Alex Garcia,170 lbs.,Muslim Salikhov,WIN,SUB,2.0,3:22,Submission,Alex Garcia Submission Win,Muslim Salikhov Decision Win
Alex Karalexis,155 lbs.,Bart Palaszewski,LOSS,KO/TKO,2.0,1:11,KO,Bart Palaszewski KO Win,Alex Karalexis Decision Win
Alex Morono,170 lbs.,David Zawada,WIN,U-DEC,3.0,5:00,Decision,Alex Morono Decision Win,Alex Morono Decision Win
Alex Oliveira,170 lbs.,James Moontasri,WIN,U-DEC,3.0,5:00,Decision,Alex Oliveira Decision Win,Alex Oliveira Decision Win
Alex Pereira,185 lbs.,Sean Strickland,WIN,KO/TKO ,1.0,2:36,KO,Alex Pereira KO Win,Alex Pereira KO Win
Alex Perez,125 lbs.,Jussier Formiga,WIN,KO/TKO ,1.0,4:06,KO,Alex Perez KO Win,Alex Perez Decision Win
Alex Serdyukov,170 lbs.,Ryan Stonitsch,WIN,SUB,1.0,1:35,Submission,Alex Serdyukov Submission Win,Alex Serdyukov Submission Win
Alex Stiebling,205 lbs.,Mark Hughes,LOSS,U-DEC,2.0,5:00,Decision,Mark Hughes Decision Win,Mark Hughes Decision Win
Alex White,155 lbs.,Jim Miller,LOSS,SUB,1.0,1:29,Submission,Jim Miller Submission Win,Jim Miller Decision Win
Alexa Grasso,125 lbs.,Joanne Wood,WIN,SUB,1.0,3:57,Submission,Alexa Grasso Submission Win,Alexa Grasso Decision Win
Alexander Gustafsson,205 lbs.,Daniel Cormier,LOSS,S-DEC ,5.0,5:00,Decision,Daniel Cormier Decision Win,Daniel Cormier KO Win
Alexander Hernandez,155 lbs.,Renato Moicano,LOSS,SUB,2.0,1:23,Submission,Renato Moicano Submission Win,Alexander Hernandez KO Win
Alexander Otsuka,205 lbs.,Yoshihisa Yamamoto,LOSS,KO/TKO,2.0,5:00,KO,Yoshihisa Yamamoto KO Win,Yoshihisa Yamamoto KO Win
Alexander Volkanovski,145 lbs.,Chan Sung Jung,WIN,KO/TKO ,4.0,0:45,KO,Alexander Volkanovski KO Win,Alexander Volkanovski Decision Win
Alexander Volkov,250 lbs.,Marcin Tybura,WIN,U-DEC,3.0,5:00,Decision,Alexander Volkov Decision Win,Alexander Volkov KO Win
Alexander Yakovlev,155 lbs.,Demian Maia,LOSS,U-DEC,3.0,5:00,Decision,Demian Maia Decision Win,Demian Maia Decision Win
Alexandr Romanov,262 lbs.,Roque Martinez,WIN,SUB,2.0,4:22,Submission,Alexandr Romanov Submission Win,Alexandr Romanov Decision Win
Alexandre Pantoja,125 lbs.,Manel Kape,WIN,U-DEC,3.0,5:00,Decision,Alexandre Pantoja Decision Win,Alexandre Pantoja Decision Win
Alexis Davis,135 lbs.,Viviane Araujo,LOSS,U-DEC,3.0,5:00,Decision,Viviane Araujo Decision Win,Alexis Davis Decision Win
Ali Bagautinov,125 lbs.,Marcos Vinicius,WIN,KO/TKO,3.0,3:28,KO,Ali Bagautinov KO Win,Ali Bagautinov KO Win
Alistair Overeem,265 lbs.,Mark Hunt,WIN,SUB,1.0,1:11,Submission,Alistair Overeem Submission Win,Mark Hunt KO Win
Aljamain Sterling,135 lbs.,Pedro Munhoz,WIN,U-DEC,3.0,5:00,Decision,Aljamain Sterling Decision Win,Aljamain Sterling Decision Win
Allan Goes,205 lbs.,Vernon White,WIN,U-DEC,2.0,10:00,Decision,Allan Goes Decision Win,Allan Goes Decision Win
Alonzo Menifield,205 lbs.,William Knight,LOSS,U-DEC,3.0,5:00,Decision,William Knight Decision Win,Alonzo Menifield KO Win
Alvin Cacdac,125 lbs.,Evan Esguerra,WIN,SUB,2.0,2:13,Submission,Alvin Cacdac Submission Win,Alvin Cacdac Submission Win
Amanda Cooper,115 lbs.,Angela Magana,WIN,KO/TKO,2.0,4:34,KO,Amanda Cooper KO Win,Angela Magana Submission Win
Amanda Lemos,115 lbs.,Leslie Smith,LOSS,KO/TKO,2.0,2:53,KO,Leslie Smith KO Win,Amanda Lemos KO Win
Amanda Nunes,135 lbs.,Felicia Spencer,WIN,U-DEC,5.0,5:00,Decision,Amanda Nunes Decision Win,Amanda Nunes Decision Win
Amanda Ribas,125 lbs.,Emily Whitmire,WIN,SUB,2.0,2:10,Submission,Amanda Ribas Submission Win,Amanda Ribas Submission Win
Amar Suloev,183 lbs.,Paulo Filho,LOSS,SUB,1.0,4:22,Submission,Paulo Filho Submission Win,Paulo Filho Submission Win
Amir Sadollah,170 lbs.,Jorge Lopez,WIN,S-DEC,3.0,5:00,Decision,Amir Sadollah Decision Win,Amir Sadollah Decision Win
Anderson Silva,185 lbs.,Derek Brunson,WIN,U-DEC,3.0,5:00,Decision,Anderson Silva Decision Win,Anderson Silva KO Win
Andre Ewell,145 lbs.,Renan Barao,WIN,S-DEC,3.0,5:00,Decision,Andre Ewell Decision Win,Andre Ewell Decision Win
Andre Fialho,170 lbs.,Cameron VanCamp,WIN,KO/TKO ,1.0,2:35,KO,Andre Fialho KO Win,Andre Fialho KO Win
Andre Fili,145 lbs.,Myles Jury,WIN,U-DEC,3.0,5:00,Decision,Andre Fili Decision Win,Andre Fili Decision Win
Andre Galvao,168 lbs.,Luke Stewart,WIN,S-DEC,3.0,5:00,Decision,Andre Galvao Decision Win,Luke Stewart KO Win
Andre Muniz,185 lbs.,Bruno Assis,WIN,U-DEC,3.0,5:00,Decision,Andre Muniz Decision Win,Andre Muniz Decision Win
Andre Soukhamthath,135 lbs.,Albert Morales,LOSS,S-DEC,3.0,5:00,Decision,Albert Morales Decision Win,Albert Morales Decision Win
Andre Winner,155 lbs.,Nik Lentz,LOSS,U-DEC,3.0,5:00,Decision,Nik Lentz Decision Win,Nik Lentz Decision Win
Andrea Lee,125 lbs.,Cynthia Calvillo,WIN,KO/TKO ,2.0,5:00,KO,Andrea Lee KO Win,Cynthia Calvillo Decision Win
Andrei Arlovski,240 lbs.,Carlos Felipe,WIN,U-DEC,3.0,5:00,Decision,Andrei Arlovski Decision Win,Andrei Arlovski Decision Win
Andrew Craig,170 lbs.,Kyle Noke,WIN,U-DEC,3.0,5:00,Decision,Andrew Craig Decision Win,Kyle Noke KO Win
Andrew Holbrook,155 lbs.,Jake Matthews,WIN,S-DEC,3.0,5:00,Decision,Andrew Holbrook Decision Win,Jake Matthews KO Win
Andrew Sanchez,185 lbs.,Wellington Turman,WIN,KO/TKO ,1.0,4:14,KO,Andrew Sanchez KO Win,Andrew Sanchez Decision Win
Andy Ogle,145 lbs.,Charles Oliveira,LOSS,SUB,3.0,2:40,Submission,Charles Oliveira Submission Win,Charles Oliveira Decision Win
Angela Hill,115 lbs.,Rose Namajunas,LOSS,SUB,1.0,2:47,Submission,Rose Namajunas Submission Win,Rose Namajunas Decision Win
Anthony Birchak,135 lbs.,Dileno Lopes,WIN,S-DEC,3.0,5:00,Decision,Anthony Birchak Decision Win,Anthony Birchak Decision Win
Anthony Figueroa,135 lbs.,Pete Sabala,WIN,S-DEC,3.0,5:00,Decision,Anthony Figueroa Decision Win,Anthony Figueroa Decision Win
Anthony Hamilton,260 lbs.,Marcel Fortuna,LOSS,KO/TKO,1.0,3:10,KO,Marcel Fortuna KO Win,Anthony Hamilton Decision Win
Anthony Hernandez,185 lbs.,Rodolfo Vieira,WIN,SUB ,2.0,1:53,Submission,Anthony Hernandez Submission Win,Rodolfo Vieira Submission Win
Anthony Johnson,205 lbs.,Jimi Manuwa,WIN,KO/TKO ,2.0,0:28,KO,Anthony Johnson KO Win,Anthony Johnson KO Win
Anthony Njokuani,155 lbs.,Rafael Dos Anjos,LOSS,U-DEC,3.0,5:00,Decision,Rafael Dos Anjos Decision Win,Rafael Dos Anjos Decision Win
Anthony Perosh,205 lbs.,Guto Inocente,WIN,SUB,1.0,3:46,Submission,Anthony Perosh Submission Win,Anthony Perosh Submission Win
Anthony Pettis,155 lbs.,Jeremy Stephens,WIN,S-DEC,3.0,5:00,Decision,Anthony Pettis Decision Win,Anthony Pettis Decision Win
Anthony Rocco Martin,170 lbs.,Sergio Moraes,WIN,U-DEC,3.0,5:00,Decision,Anthony Rocco Martin Decision Win,Sergio Moraes Decision Win
Anthony Ruiz,205 lbs.,Bobby Southworth,LOSS,U-DEC,5.0,5:00,Decision,Bobby Southworth Decision Win,Anthony Ruiz KO Win
Anthony Smith,205 lbs.,Lumumba Sayers,WIN,SUB,1.0,3:52,Submission,Anthony Smith Submission Win,Anthony Smith Submission Win
Antoni Hardonk,245 lbs.,Sherman Pendergarst,WIN,KO/TKO,1.0,3:15,KO,Antoni Hardonk KO Win,Antoni Hardonk KO Win
Antonina Shevchenko,125 lbs.,Jaimelene Nievera,WIN,KO/TKO,2.0,3:22,KO,Antonina Shevchenko KO Win,Antonina Shevchenko KO Win
Antonio Arroyo,185 lbs.,Andre Muniz,LOSS,U-DEC,3.0,5:00,Decision,Andre Muniz Decision Win,Andre Muniz Decision Win
Antonio Banuelos,135 lbs.,Miguel Torres,LOSS,U-DEC,3.0,5:00,Decision,Miguel Torres Decision Win,Antonio Banuelos Decision Win
Antonio Carlos Junior,185 lbs.,Ian Heinisch,LOSS,U-DEC,3.0,5:00,Decision,Ian Heinisch Decision Win,Antonio Carlos Junior Decision Win
Antonio Rodrigo Nogueira,240 lbs.,Sanae Kikuta,WIN,KO/TKO,2.0,0:29,KO,Antonio Rodrigo Nogueira KO Win,Sanae Kikuta Decision Win
Antonio Schembri,205 lbs.,Kazuhiro Hamanaka,LOSS,U-DEC,3.0,5:00,Decision,Kazuhiro Hamanaka Decision Win,Kazuhiro Hamanaka Decision Win
Antonio Silva,264 lbs.,Soa Palelei,WIN,KO/TKO,2.0,0:41,KO,Antonio Silva KO Win,Soa Palelei KO Win
Ariane Lipski,125 lbs.,Joanne Wood,LOSS,U-DEC,3.0,5:00,Decision,Joanne Wood Decision Win,Joanne Wood Decision Win
Arman Tsarukyan,155 lbs.,Islam Makhachev,LOSS,U-DEC ,3.0,5:00,Decision,Islam Makhachev Decision Win,Arman Tsarukyan Decision Win
Arnold Allen,145 lbs.,Dan Hooker,WIN,KO/TKO,1.0,2:33,KO,Arnold Allen KO Win,Arnold Allen Decision Win
Artem Lobov,145 lbs.,Ryan Hall,LOSS,U-DEC,3.0,5:00,Decision,Ryan Hall Decision Win,Ryan Hall Decision Win
Ashlee Evans-Smith,135 lbs.,Raquel Pennington,LOSS,SUB,1.0,4:59,Submission,Raquel Pennington Submission Win,Raquel Pennington Decision Win
Ashley Yoder,115 lbs.,Miranda Granger,WIN,U-DEC,3.0,5:00,Decision,Ashley Yoder Decision Win,Miranda Granger Decision Win
Aspen Ladd,135 lbs.,Lina Lansberg,WIN,KO/TKO,2.0,2:33,KO,Aspen Ladd KO Win,Lina Lansberg Decision Win
Assuerio Silva,241 lbs.,Tim Sylvia,LOSS,U-DEC,3.0,5:00,Decision,Tim Sylvia Decision Win,Tim Sylvia Decision Win
Augusto Sakai,265 lbs.,Tai Tuivasa,LOSS,KO/TKO,2.0,0:26,KO,Tai Tuivasa KO Win,Tai Tuivasa KO Win
Austin Arnett,145 lbs.,Hakeem Dawodu,LOSS,U-DEC,3.0,5:00,Decision,Hakeem Dawodu Decision Win,Hakeem Dawodu Decision Win
Austin Hubbard,155 lbs.,Davi Ramos,LOSS,U-DEC,3.0,5:00,Decision,Davi Ramos Decision Win,Austin Hubbard Decision Win
BJ Penn,155 lbs.,Georges St-Pierre,LOSS,S-DEC,3.0,5:00,Decision,Georges St-Pierre Decision Win,Georges St-Pierre Decision Win
Bart Palaszewski,145 lbs.,Hatsu Hioki,LOSS,U-DEC,3.0,5:00,Decision,Hatsu Hioki Decision Win,Hatsu Hioki Decision Win
Bartosz Fabinski,170 lbs.,Michel Prazeres,LOSS,SUB,1.0,1:02,Submission,Michel Prazeres Submission Win,Bartosz Fabinski Decision Win
Batgerel Danaa,135 lbs.,Brandon Davis,WIN,KO/TKO ,1.0,2:01,KO,Batgerel Danaa KO Win,Brandon Davis Decision Win
Bec Rawlings,125 lbs.,Heather Clark,LOSS,U-DEC,3.0,5:00,Decision,Heather Clark Decision Win,Heather Clark Decision Win
Belal Muhammad,170 lbs.,Demian Maia,WIN,U-DEC,3.0,5:00,Decision,Belal Muhammad Decision Win,Belal Muhammad Decision Win
Ben Nguyen,125 lbs.,Alptekin Ozkilic,WIN,KO/TKO,1.0,4:59,KO,Ben Nguyen KO Win,Ben Nguyen KO Win
Ben Rothwell,265 lbs.,Mark Hunt,LOSS,U-DEC,3.0,5:00,Decision,Mark Hunt Decision Win,Ben Rothwell KO Win
Ben Saunders,170 lbs.,Sergio Moraes,LOSS,SUB,2.0,4:42,Submission,Sergio Moraes Submission Win,Sergio Moraes KO Win
Beneil Dariush,155 lbs.,Scott Holtzman,WIN,KO/TKO,1.0,4:38,KO,Beneil Dariush KO Win,Beneil Dariush Decision Win
Benito Lopez,135 lbs.,Manny Bermudez,LOSS,SUB,1.0,3:09,Submission,Manny Bermudez Submission Win,Benito Lopez Decision Win
Benji Radach,185 lbs.,Murilo Rua,WIN,KO/TKO,2.0,2:31,KO,Benji Radach KO Win,Murilo Rua KO Win
Benson Henderson,170 lbs.,Rafael Dos Anjos,LOSS,KO/TKO,1.0,2:31,KO,Rafael Dos Anjos KO Win,Benson Henderson Decision Win
Bethe Correia,135 lbs.,Sijara Eubanks,WIN,U-DEC,3.0,5:00,Decision,Bethe Correia Decision Win,Sijara Eubanks Decision Win
Bevon Lewis,185 lbs.,Darren Stewart,LOSS,U-DEC,3.0,5:00,Decision,Darren Stewart Decision Win,Darren Stewart KO Win
Bibiano Fernandes,139 lbs.,Rodolfo Marques Diniz,WIN,U-DEC,2.0,5:00,Decision,Bibiano Fernandes Decision Win,Bibiano Fernandes Decision Win
Bill Algeo,145 lbs.,Brendan Loughnane,LOSS,U-DEC,3.0,5:00,Decision,Brendan Loughnane Decision Win,Brendan Loughnane Decision Win
Billy Evangelista,155 lbs.,Isaiah Hill,WIN,KO/TKO,1.0,1:39,KO,Billy Evangelista KO Win,Billy Evangelista Decision Win
Billy Quarantillo,145 lbs.,Kamuela Kirk,WIN,KO/TKO,3.0,0:22,KO,Billy Quarantillo KO Win,Billy Quarantillo KO Win
Blagoy Ivanov,250 lbs.,Junior Dos Santos,LOSS,U-DEC,5.0,5:00,Decision,Junior Dos Santos Decision Win,Junior Dos Santos Decision Win
Blas Avena,170 lbs.,Hiromitsu Miura,LOSS,KO/TKO,1.0,2:35,KO,Hiromitsu Miura KO Win,Blas Avena KO Win
Bob Sapp,350 lbs.,Yoshihisa Yamamoto,WIN,KO/TKO,1.0,2:44,KO,Bob Sapp KO Win,Bob Sapp KO Win
Bobby Green,155 lbs.,Edson Barboza,LOSS,U-DEC,3.0,5:00,Decision,Edson Barboza Decision Win,Bobby Green Decision Win
Bobby Southworth,205 lbs.,Vitor Belfort,LOSS,SUB,1.0,4:09,Submission,Vitor Belfort Submission Win,Vitor Belfort KO Win
Bobby Stack,155 lbs.,Cyrillo Padilha,WIN,U-DEC,3.0,5:00,Decision,Bobby Stack Decision Win,Bobby Stack Decision Win
Bobby Voelker,170 lbs.,Erik Apple,WIN,KO/TKO,2.0,1:23,KO,Bobby Voelker KO Win,Bobby Voelker Submission Win
Bojan Velickovic,170 lbs.,Nicholas Musoke,WIN,KO/TKO ,3.0,4:37,KO,Bojan Velickovic KO Win,Nicholas Musoke Decision Win
Brad Blackburn,170 lbs.,Edgar Garcia,WIN,S-DEC,3.0,5:00,Decision,Brad Blackburn Decision Win,Brad Blackburn KO Win
Brad Pickett,135 lbs.,Ian McCall,LOSS,U-DEC,3.0,5:00,Decision,Ian McCall Decision Win,Brad Pickett Decision Win
Brad Riddell,155 lbs.,Jamie Mullarkey,WIN,U-DEC ,3.0,5:00,Decision,Brad Riddell Decision Win,Brad Riddell Decision Win
Brad Scott,170 lbs.,Robert Whittaker,LOSS,U-DEC,3.0,5:00,Decision,Robert Whittaker Decision Win,Robert Whittaker Decision Win
Brad Tavares,185 lbs.,Riki Fukuda,WIN,U-DEC,3.0,5:00,Decision,Brad Tavares Decision Win,Brad Tavares Decision Win
Brandon Davis,135 lbs.,Giga Chikadze,LOSS,S-DEC,3.0,5:00,Decision,Giga Chikadze Decision Win,Giga Chikadze Decision Win
Brandon Moreno,125 lbs.,Deiveson Figueiredo,LOSS,U-DEC ,5.0,5:00,Decision,Deiveson Figueiredo Decision Win,Deiveson Figueiredo Decision Win
Brandon Royval,125 lbs.,Tim Elliott,WIN,SUB ,2.0,3:18,Submission,Brandon Royval Submission Win,Brandon Royval Submission Win
Brandon Thatch,170 lbs.,Brandon Magana,LOSS,S-DEC,3.0,3:00,Decision,Brandon Magana Decision Win,Brandon Magana Decision Win
Brandon Vera,230 lbs.,Jon Jones,LOSS,KO/TKO,1.0,3:19,KO,Jon Jones KO Win,Jon Jones Decision Win
Brendan Allen,185 lbs.,Jacob Malkoun,WIN,U-DEC,3.0,5:00,Decision,Brendan Allen Decision Win,Brendan Allen Submission Win
Brendan Schaub,245 lbs.,Matt Mitrione,WIN,SUB,1.0,4:06,Submission,Brendan Schaub Submission Win,Matt Mitrione KO Win
Brett Johns,135 lbs.,Kwan Ho Kwak,WIN,U-DEC,3.0,5:00,Decision,Brett Johns Decision Win,Brett Johns Decision Win
Brett Rogers,265 lbs.,James Thompson,WIN,KO/TKO,1.0,2:24,KO,Brett Rogers KO Win,James Thompson KO Win
Brian Bowles,135 lbs.,Takeya Mizugaki,WIN,U-DEC,3.0,5:00,Decision,Brian Bowles Decision Win,Brian Bowles Submission Win
Brian Ebersole,170 lbs.,Matt Horwich,WIN,U-DEC,3.0,5:00,Decision,Brian Ebersole Decision Win,Brian Ebersole Decision Win
Brian Foster,170 lbs.,Chris Lytle,LOSS,SUB,1.0,1:41,Submission,Chris Lytle Submission Win,Brian Foster KO Win
Brian Johnston,230 lbs.,Mark Coleman,LOSS,KO/TKO,1.0,2:20,KO,Mark Coleman KO Win,Mark Coleman Submission Win
Brian Kelleher,135 lbs.,Domingo Pilarte,WIN,U-DEC,3.0,5:00,Decision,Brian Kelleher Decision Win,Brian Kelleher Decision Win
Brian Ortega,145 lbs.,Chan Sung Jung,WIN,U-DEC,5.0,5:00,Decision,Brian Ortega Decision Win,Brian Ortega KO Win
Brian Stann,205 lbs.,Chael Sonnen,LOSS,SUB,2.0,3:51,Submission,Chael Sonnen Submission Win,Brian Stann KO Win
Brock Larson,170 lbs.,Mike Pyle,WIN,SUB ,1.0,3:06,Submission,Brock Larson Submission Win,Brock Larson KO Win
Brock Lesnar,265 lbs.,Min Soo Kim,WIN,KO/TKO,1.0,1:09,KO,Brock Lesnar KO Win,Brock Lesnar KO Win
Bruno Silva,125 lbs.,JP Buys,WIN,KO/TKO ,2.0,2:56,KO,Bruno Silva KO Win,Bruno Silva KO Win
Bryan Barberena,170 lbs.,Matt Brown,WIN,S-DEC ,3.0,5:00,Decision,Bryan Barberena Decision Win,Matt Brown KO Win
Bryan Caraway,135 lbs.,Eddie Wineland,WIN,U-DEC,3.0,5:00,Decision,Bryan Caraway Decision Win,Eddie Wineland Decision Win
Bryce Mitchell,145 lbs.,Tyler Diamond,WIN,M-DEC,3.0,5:00,Decision,Bryce Mitchell Decision Win,Bryce Mitchell Decision Win
CB Dollaway,185 lbs.,Michael Bisping,LOSS,U-DEC,3.0,5:00,Decision,Michael Bisping Decision Win,Michael Bisping KO Win
CJ Vergara,125 lbs.,Kleydson Rodrigues,WIN,S-DEC,3.0,5:00,Decision,CJ Vergara Decision Win,Kleydson Rodrigues Decision Win
Cain Velasquez,240 lbs.,Junior Dos Santos,WIN,KO/TKO,5.0,3:09,KO,Cain Velasquez KO Win,Cain Velasquez KO Win
Caio Borralho,185 lbs.,Gadzhi Omargadzhiev,WIN,U-DEC,3.0,3:56,Decision,Caio Borralho Decision Win,Caio Borralho Decision Win
Caio Magalhaes,185 lbs.,Buddy Roberts,LOSS,U-DEC,3.0,5:00,Decision,Buddy Roberts Decision Win,Caio Magalhaes KO Win
Calvin Kattar,145 lbs.,Giga Chikadze,WIN,U-DEC ,5.0,5:00,Decision,Calvin Kattar Decision Win,Giga Chikadze Decision Win
Caol Uno,155 lbs.,Kazuyuki Miyata,LOSS,U-DEC,3.0,5:00,Decision,Kazuyuki Miyata Decision Win,Kazuyuki Miyata Decision Win
Carla Esparza,115 lbs.,Marina Rodriguez,WIN,S-DEC,3.0,5:00,Decision,Carla Esparza Decision Win,Marina Rodriguez Decision Win
