Full Name,Weight,Matchup,Outcome,Method,Round,Time,Method Summary,Match Summary,Predicted Match Summary
Laverne Clark,170 lbs.,Koji Oishi,WIN,M-DEC,3.0,5:00,Decision,Laverne Clark Decision Win,Laverne Clark KO Win
Leandro Issa,135 lbs.,Yuta Sasaki,WIN,SUB,2.0,4:13,Submission,Leandro Issa Submission Win,Leandro Issa Submission Win
Leandro Silva,155 lbs.,Ildemar Alcantara,LOSS,U-DEC,3.0,5:00,Decision,Ildemar Alcantara Decision Win,Ildemar Alcantara Decision Win
Leon Edwards,170 lbs.,Rafael Dos Anjos,WIN,U-DEC,5.0,5:00,Decision,Leon Edwards Decision Win,Leon Edwards Decision Win
Leonard Garcia,145 lbs.,Nam Phan,LOSS,U-DEC ,3.0,5:00,Decision,Nam Phan Decision Win,Leonard Garcia Decision Win
Leonardo Santos,155 lbs.,Grant Dawson,LOSS,KO/TKO,3.0,4:59,KO,Grant Dawson KO Win,Grant Dawson Submission Win
Leslie Smith,135 lbs.,Sarah Kaufman,LOSS,U-DEC,3.0,5:00,Decision,Sarah Kaufman Decision Win,Sarah Kaufman Decision Win
Li Jingliang,170 lbs.,Santiago Ponzinibbio,WIN,KO/TKO ,1.0,4:25,KO,Li Jingliang KO Win,Li Jingliang KO Win
Lina Lansberg,135 lbs.,Pannie Kianzad,LOSS,U-DEC,3.0,5:00,Decision,Pannie Kianzad Decision Win,Pannie Kianzad Decision Win
Livinha Souza,115 lbs.,Ashley Yoder,WIN,U-DEC,3.0,5:00,Decision,Livinha Souza Decision Win,Livinha Souza Decision Win
Liz Carmouche,125 lbs.,Alexis Davis,LOSS,S-DEC,3.0,5:00,Decision,Alexis Davis Decision Win,Alexis Davis Decision Win
Loma Lookboonmee,115 lbs.,Aleksandra Albu,WIN,S-DEC,3.0,5:00,Decision,Loma Lookboonmee Decision Win,Loma Lookboonmee Decision Win
Loopy Godinez,115 lbs.,Jessica Penne,LOSS,S-DEC,3.0,5:00,Decision,Jessica Penne Decision Win,Loopy Godinez Decision Win
Lorenz Larkin,170 lbs.,Santiago Ponzinibbio,WIN,KO/TKO ,2.0,3:07,KO,Lorenz Larkin KO Win,Santiago Ponzinibbio Decision Win
Louis Smolka,135 lbs.,Casey Kenney,LOSS,SUB,1.0,3:03,Submission,Casey Kenney Submission Win,Casey Kenney Decision Win
Luana Carolina,125 lbs.,Mabelly Lima,WIN,U-DEC,3.0,5:00,Decision,Luana Carolina Decision Win,Luana Carolina Decision Win
Lucas Martins,145 lbs.,Edson Barboza,LOSS,KO/TKO,1.0,2:38,KO,Edson Barboza KO Win,Lucas Martins KO Win
Lucie Pudilova,135 lbs.,Lina Lansberg,LOSS,U-DEC,3.0,5:00,Decision,Lina Lansberg Decision Win,Lina Lansberg Decision Win
Ludovit Klein,155 lbs.,Nate Landwehr,LOSS,SUB,3.0,2:22,Submission,Nate Landwehr Submission Win,Nate Landwehr Decision Win
Luigi Fioravanti,170 lbs.,Chris Leben,LOSS,U-DEC,3.0,5:00,Decision,Chris Leben Decision Win,Chris Leben KO Win
Luis Henrique,243 lbs.,Marcin Tybura,LOSS,KO/TKO,3.0,3:46,KO,Marcin Tybura KO Win,Marcin Tybura Decision Win
Luis Pena,155 lbs.,Richie Smullen,WIN,SUB ,1.0,3:32,Submission,Luis Pena Submission Win,Luis Pena Submission Win
Luiz Azeredo,154 lbs.,Anderson Silva,WIN,Decision,2.0,10:00,Submission,Luiz Azeredo Submission Win,Anderson Silva KO Win
Luiz Cane,185 lbs.,Jason Lambert,WIN,KO/TKO,1.0,2:07,KO,Luiz Cane KO Win,Jason Lambert KO Win
Luiz Firmino,154 lbs.,Hiroyuki Abe,WIN,SUB,1.0,2:52,Submission,Luiz Firmino Submission Win,Luiz Firmino Submission Win
Luke Barnatt,185 lbs.,Sean Strickland,LOSS,S-DEC,3.0,5:00,Decision,Sean Strickland Decision Win,Sean Strickland Decision Win
Luke Cummo,170 lbs.,Joe Stevenson,LOSS,U-DEC,3.0,5:00,Decision,Joe Stevenson Decision Win,Joe Stevenson Decision Win
Luke Rockhold,185 lbs.,David Branch,WIN,KO/TKO,2.0,4:05,KO,Luke Rockhold KO Win,Luke Rockhold Submission Win
Luke Sanders,135 lbs.,Josh Jarvis,WIN,KO/TKO,1.0,3:15,KO,Luke Sanders KO Win,Luke Sanders KO Win
Luke Stewart,170 lbs.,Bill Duvall,WIN,SUB,1.0,1:15,Submission,Luke Stewart Submission Win,Luke Stewart Submission Win
Lumumba Sayers,185 lbs.,Antwain Britt,WIN,KO/TKO,1.0,0:28,KO,Lumumba Sayers KO Win,Antwain Britt KO Win
Lyle Beerbohm,155 lbs.,Vitor Ribeiro,WIN,S-DEC,3.0,5:00,Decision,Lyle Beerbohm Decision Win,Vitor Ribeiro Submission Win
Lyman Good,170 lbs.,Demian Maia,LOSS,SUB,1.0,2:38,Submission,Demian Maia Submission Win,Demian Maia Decision Win
Lyoto Machida,185 lbs.,Sam Greco,WIN,S-DEC,3.0,5:00,Decision,Lyoto Machida Decision Win,Lyoto Machida Decision Win
Mac Danzig,155 lbs.,Efrain Escudero,WIN,U-DEC,3.0,5:00,Decision,Mac Danzig Decision Win,Efrain Escudero Decision Win
Mackens Semerzier,145 lbs.,Cub Swanson,LOSS,S-DEC ,3.0,5:00,Decision,Cub Swanson Decision Win,Mackens Semerzier Submission Win
Mackenzie Dern,115 lbs.,Marina Rodriguez,LOSS,U-DEC ,5.0,5:00,Decision,Marina Rodriguez Decision Win,Marina Rodriguez Decision Win
Macy Chiasson,135 lbs.,Pannie Kianzad,WIN,SUB,2.0,2:11,Submission,Macy Chiasson Submission Win,Pannie Kianzad Decision Win
Magnus Cedenblad,185 lbs.,Scott Askham,WIN,U-DEC,3.0,5:00,Decision,Magnus Cedenblad Decision Win,Magnus Cedenblad Decision Win
Magomed Ankalaev,205 lbs.,Volkan Oezdemir,WIN,U-DEC,3.0,5:00,Decision,Magomed Ankalaev Decision Win,Magomed Ankalaev KO Win
Magomed Mustafaev,155 lbs.,Kevin Lee,LOSS,SUB,2.0,4:31,Submission,Kevin Lee Submission Win,Magomed Mustafaev KO Win
Mairbek Taisumov,155 lbs.,Tae Hyun Bang,WIN,U-DEC,3.0,5:00,Decision,Mairbek Taisumov Decision Win,Mairbek Taisumov Decision Win
Makhmud Muradov,185 lbs.,Andrew Sanchez,WIN,KO/TKO ,3.0,2:59,KO,Makhmud Muradov KO Win,Makhmud Muradov KO Win
Maki Pitolo,185 lbs.,Justin Sumter,WIN,KO/TKO,1.0,1:37,KO,Maki Pitolo KO Win,Maki Pitolo KO Win
Makoto Takimoto,205 lbs.,Henry Miller,WIN,U-DEC,3.0,5:00,Decision,Makoto Takimoto Decision Win,Makoto Takimoto KO Win
Makwan Amirkhani,145 lbs.,Lerone Murphy,LOSS,KO/TKO,2.0,0:14,KO,Lerone Murphy KO Win,Lerone Murphy Decision Win
Malcolm Gordon,125 lbs.,Denys Bondar,WIN,KO/TKO,1.0,1:22,KO,Malcolm Gordon KO Win,Malcolm Gordon KO Win
Mallory Martin,115 lbs.,Hannah Cifers,WIN,SUB ,2.0,1:33,Submission,Mallory Martin Submission Win,Hannah Cifers Decision Win
Mana Martinez,135 lbs.,Ronnie Lawrence,LOSS,U-DEC,3.0,5:00,Decision,Ronnie Lawrence Decision Win,Mana Martinez Decision Win
Manel Kape,125 lbs.,Ode Osbourne,WIN,KO/TKO,1.0,4:44,KO,Manel Kape KO Win,Ode Osbourne Decision Win
Manny Bermudez,145 lbs.,Benito Lopez,WIN,SUB,1.0,3:09,Submission,Manny Bermudez Submission Win,Benito Lopez Decision Win
Manny Tapia,135 lbs.,Miguel Torres,LOSS,KO/TKO,2.0,3:04,KO,Miguel Torres KO Win,Miguel Torres Decision Win
Manon Fiorot,125 lbs.,Mayra Bueno Silva,WIN,U-DEC,3.0,5:00,Decision,Manon Fiorot Decision Win,Manon Fiorot Decision Win
Manvel Gamburyan,135 lbs.,Michihiro Omigawa,WIN,U-DEC,3.0,5:00,Decision,Manvel Gamburyan Decision Win,Manvel Gamburyan Decision Win
Mara Romero Borella,125 lbs.,Kalindra Faria,WIN,SUB,1.0,2:54,Submission,Mara Romero Borella Submission Win,Mara Romero Borella Submission Win
Marc Diakiese,155 lbs.,Viacheslav Borshchev,WIN,U-DEC,3.0,5:00,Decision,Marc Diakiese Decision Win,Marc Diakiese Decision Win
Marc-Andre Barriault,185 lbs.,Andrew Sanchez,LOSS,U-DEC,3.0,5:00,Decision,Andrew Sanchez Decision Win,Marc-Andre Barriault KO Win
Marcin Prachnio,205 lbs.,Sam Alvey,LOSS,KO/TKO,1.0,4:23,KO,Sam Alvey KO Win,Marcin Prachnio Decision Win
Marcin Tybura,249 lbs.,Walt Harris,WIN,KO/TKO ,1.0,4:06,KO,Marcin Tybura KO Win,Marcin Tybura Decision Win
Marco Beltran,125 lbs.,Joe Soto,LOSS,SUB,1.0,1:37,Submission,Joe Soto Submission Win,Marco Beltran Decision Win
Marco Polo Reyes,155 lbs.,Cesar Arzamendia,WIN,KO/TKO ,1.0,3:42,KO,Marco Polo Reyes KO Win,Marco Polo Reyes KO Win
Marco Ruas,210 lbs.,Larry Cureton,WIN,SUB,1.0,3:23,Submission,Marco Ruas Submission Win,Marco Ruas Submission Win
Marcos Rogerio de Lima,253 lbs.,Maurice Greene,WIN,U-DEC,3.0,5:00,Decision,Marcos Rogerio de Lima Decision Win,Marcos Rogerio de Lima KO Win
Marcus Aurelio,155 lbs.,Hermes Franca,LOSS,U-DEC,3.0,5:00,Decision,Hermes Franca Decision Win,Hermes Franca Decision Win
Marcus Brimage,135 lbs.,Stephen Bass,WIN,U-DEC,3.0,5:00,Decision,Marcus Brimage Decision Win,Marcus Brimage Decision Win
Marcus Davis,170 lbs.,Ben Saunders,LOSS,KO/TKO,1.0,3:24,KO,Ben Saunders KO Win,Marcus Davis KO Win
Marcus Hicks,155 lbs.,Jamie Varner,LOSS,KO/TKO ,1.0,2:08,KO,Jamie Varner KO Win,Marcus Hicks Submission Win
Marina Rodriguez,115 lbs.,Maria Oliveira,WIN,KO/TKO,1.0,3:03,KO,Marina Rodriguez KO Win,Marina Rodriguez Decision Win
Mario Bautista,135 lbs.,Cory Sandhagen,LOSS,SUB,1.0,3:31,Submission,Cory Sandhagen Submission Win,Cory Sandhagen KO Win
Mario Sperry,205 lbs.,Igor Vovchanchyn,WIN,SUB,1.0,2:52,Submission,Mario Sperry Submission Win,Igor Vovchanchyn KO Win
Marion Reneau,135 lbs.,Raquel Pennington,LOSS,U-DEC,3.0,5:00,Decision,Raquel Pennington Decision Win,Raquel Pennington Decision Win
Marius Zaromskis,170 lbs.,Seichi Ikemoto,WIN,U-DEC,2.0,5:00,Decision,Marius Zaromskis Decision Win,Marius Zaromskis Decision Win
Mariya Agapova,125 lbs.,Sabina Mazo,WIN,SUB,3.0,0:53,Submission,Mariya Agapova Submission Win,Sabina Mazo Submission Win
Mark Bocek,155 lbs.,John Alessio,WIN,U-DEC,3.0,5:00,Decision,Mark Bocek Decision Win,Mark Bocek Decision Win
Mark Coleman,205 lbs.,Pete Williams,LOSS,KO/TKO,2.0,0:38,KO,Pete Williams KO Win,Mark Coleman KO Win
Mark De La Rosa,135 lbs.,Tim Elliott,LOSS,SUB,2.0,1:41,Submission,Tim Elliott Submission Win,Tim Elliott Decision Win
Mark Hall,190 lbs.,Harold Howard,WIN,KO/TKO,1.0,1:41,KO,Mark Hall KO Win,Mark Hall KO Win
Mark Hominick,145 lbs.,Chan Sung Jung,LOSS,KO/TKO,1.0,0:07,KO,Chan Sung Jung KO Win,Mark Hominick KO Win
Mark Hunt,265 lbs.,Melvin Manhoef,LOSS,KO/TKO,1.0,0:18,KO,Melvin Manhoef KO Win,Melvin Manhoef KO Win
Mark Kerr,266 lbs.,Heath Herring,LOSS,KO/TKO,2.0,4:56,KO,Heath Herring KO Win,Mark Kerr Submission Win
Mark Madsen,155 lbs.,Clay Guida,WIN,S-DEC,3.0,5:00,Decision,Mark Madsen Decision Win,Mark Madsen Decision Win
Mark Munoz,185 lbs.,Lyoto Machida,LOSS,KO/TKO,1.0,3:10,KO,Lyoto Machida KO Win,Mark Munoz KO Win
Markus Perez,185 lbs.,Eryk Anders,LOSS,U-DEC,3.0,5:00,Decision,Eryk Anders Decision Win,Eryk Anders Decision Win
Marloes Coenen,145 lbs.,Liz Carmouche,WIN,SUB,4.0,1:29,Submission,Marloes Coenen Submission Win,Marloes Coenen Submission Win
Marlon Moraes,135 lbs.,Rob Font,LOSS,KO/TKO,1.0,3:47,KO,Rob Font KO Win,Rob Font KO Win
Marlon Vera,135 lbs.,Brian Kelleher,WIN,SUB,1.0,2:18,Submission,Marlon Vera Submission Win,Brian Kelleher Decision Win
Martin Day,145 lbs.,Davey Grant,LOSS,KO/TKO,3.0,2:38,KO,Davey Grant KO Win,Davey Grant Decision Win
Martin Kampmann,170 lbs.,Jake Shields,LOSS,S-DEC,3.0,5:00,Decision,Jake Shields Decision Win,Jake Shields Decision Win
Marvin Eastman,185 lbs.,Rich Franklin,LOSS,SUB,1.0,1:02,Submission,Rich Franklin Submission Win,Rich Franklin KO Win
Marvin Vettori,185 lbs.,Paulo Costa,WIN,U-DEC ,5.0,5:00,Decision,Marvin Vettori Decision Win,Paulo Costa Decision Win
Maryna Moroz,125 lbs.,Mayra Bueno Silva,WIN,U-DEC ,3.0,5:00,Decision,Maryna Moroz Decision Win,Maryna Moroz Decision Win
Masaaki Satake,220 lbs.,Mark Coleman,LOSS,SUB,1.0,1:14,Submission,Mark Coleman Submission Win,Mark Coleman Decision Win
Masakazu Imanari,139 lbs.,Luiz Firmino,LOSS,U-DEC,2.0,5:00,Decision,Luiz Firmino Decision Win,Masakazu Imanari Decision Win
Mateusz Gamrot,155 lbs.,Guram Kutateladze,LOSS,S-DEC ,3.0,5:00,Decision,Guram Kutateladze Decision Win,Mateusz Gamrot Decision Win
Matheus Nicolau,125 lbs.,Bruno Korea,WIN,SUB,3.0,3:27,Submission,Matheus Nicolau Submission Win,Matheus Nicolau KO Win
Matt Brown,170 lbs.,Jordan Mein,WIN,KO/TKO ,2.0,1:00,KO,Matt Brown KO Win,Matt Brown KO Win
Matt Frevola,155 lbs.,Luke Flores,WIN,SUB,2.0,3:32,Submission,Matt Frevola Submission Win,Matt Frevola Submission Win
Matt Grice,145 lbs.,Terry Etim,LOSS,SUB,1.0,4:48,Submission,Terry Etim Submission Win,Matt Grice Decision Win
Matt Hamill,205 lbs.,Quinton Jackson,LOSS,U-DEC,3.0,5:00,Decision,Quinton Jackson Decision Win,Quinton Jackson KO Win
Matt Hughes,170 lbs.,Renato Verissimo,WIN,U-DEC,3.0,5:00,Decision,Matt Hughes Decision Win,Matt Hughes KO Win
Matt Lindland,185 lbs.,Quinton Jackson,LOSS,S-DEC,3.0,5:00,Decision,Quinton Jackson Decision Win,Quinton Jackson KO Win
Matt Mitrione,265 lbs.,Derrick Lewis,WIN,KO/TKO,1.0,0:41,KO,Matt Mitrione KO Win,Matt Mitrione KO Win
Matt Ricehouse,155 lbs.,Ryan Couture,WIN,U-DEC,3.0,5:00,Decision,Matt Ricehouse Decision Win,Matt Ricehouse Decision Win
Matt Sayles,155 lbs.,Kyle Nelson,WIN,SUB,3.0,3:16,Submission,Matt Sayles Submission Win,Matt Sayles KO Win
Matt Schnell,125 lbs.,Brandon Royval,LOSS,SUB ,1.0,2:14,Submission,Brandon Royval Submission Win,Brandon Royval KO Win
Matt Serra,170 lbs.,Georges St-Pierre,LOSS,KO/TKO,2.0,4:45,KO,Georges St-Pierre KO Win,Georges St-Pierre Decision Win
Matt Wiman,155 lbs.,Mac Danzig,WIN,U-DEC ,3.0,5:00,Decision,Matt Wiman Decision Win,Matt Wiman Decision Win
Matthew Lopez,135 lbs.,Raphael Assuncao,LOSS,KO/TKO,3.0,1:50,KO,Raphael Assuncao KO Win,Raphael Assuncao Decision Win
Matthew Riddle,170 lbs.,Dante Rivera,WIN,U-DEC,3.0,5:00,Decision,Matthew Riddle Decision Win,Matthew Riddle Decision Win
Matthew Semelsberger,170 lbs.,Carlton Minus,WIN,U-DEC,3.0,5:00,Decision,Matthew Semelsberger Decision Win,Matthew Semelsberger Decision Win
Maurice Greene,258 lbs.,Michel Batista,WIN,SUB,1.0,2:14,Submission,Maurice Greene Submission Win,Maurice Greene Submission Win
Maurice Smith,221 lbs.,Mark Coleman,WIN,U-DEC,3.0,3:00,Decision,Maurice Smith Decision Win,Maurice Smith Submission Win
Mauricio Rua,205 lbs.,Rogerio Nogueira,WIN,S-DEC,3.0,5:00,Decision,Mauricio Rua Decision Win,Mauricio Rua KO Win
Max Griffin,170 lbs.,Song Kenan,WIN,KO/TKO ,1.0,2:20,KO,Max Griffin KO Win,Song Kenan Decision Win
Max Holloway,145 lbs.,Akira Corassani,WIN,KO/TKO ,1.0,3:11,KO,Max Holloway KO Win,Max Holloway KO Win
Maximo Blanco,145 lbs.,Pat Healy,LOSS,SUB,2.0,4:24,Submission,Pat Healy Submission Win,Maximo Blanco Decision Win
Maycee Barber,125 lbs.,Montana De La Rosa,WIN,U-DEC,3.0,5:00,Decision,Maycee Barber Decision Win,Maycee Barber Decision Win
Mayra Bueno Silva,135 lbs.,Mayana Kellem,WIN,SUB,1.0,1:02,Submission,Mayra Bueno Silva Submission Win,Mayra Bueno Silva Submission Win
Megan Anderson,145 lbs.,Zarah Fairn,WIN,SUB,1.0,3:57,Submission,Megan Anderson Submission Win,Megan Anderson KO Win
Melvin Guillard,155 lbs.,Rich Clementi,LOSS,SUB,1.0,4:40,Submission,Rich Clementi Submission Win,Rich Clementi Submission Win
Melvin Manhoef,185 lbs.,Tatsuya Mizuno,LOSS,SUB,1.0,7:38,Submission,Tatsuya Mizuno Submission Win,Melvin Manhoef KO Win
Merab Dvalishvili,135 lbs.,Marlon Moraes,WIN,KO/TKO ,2.0,4:25,KO,Merab Dvalishvili KO Win,Merab Dvalishvili Decision Win
Micah Miller,145 lbs.,Chance Farrar,WIN,KO/TKO,1.0,1:39,KO,Micah Miller KO Win,Micah Miller Submission Win
Michael Bisping,185 lbs.,Eric Schafer,WIN,KO/TKO,1.0,4:24,KO,Michael Bisping KO Win,Michael Bisping KO Win
Michael Chandler,155 lbs.,Rich Bouphanouvong,WIN,KO/TKO,2.0,2:07,KO,Michael Chandler KO Win,Michael Chandler KO Win
Michael Chiesa,170 lbs.,Rafael Dos Anjos,WIN,U-DEC,3.0,5:00,Decision,Michael Chiesa Decision Win,Michael Chiesa Decision Win
Michael Johnson,155 lbs.,Gleison Tibau,WIN,KO/TKO,2.0,1:32,KO,Michael Johnson KO Win,Gleison Tibau Decision Win
Michael McDonald,135 lbs.,Masanori Kanehara,WIN,SUB ,2.0,2:09,Submission,Michael McDonald Submission Win,Masanori Kanehara Decision Win
Michael Trizano,145 lbs.,Joe Giannetti,WIN,S-DEC,3.0,5:00,Decision,Michael Trizano Decision Win,Michael Trizano Decision Win
Michal Oleksiejczuk,185 lbs.,Gian Villante,WIN,KO/TKO ,1.0,1:34,KO,Michal Oleksiejczuk KO Win,Michal Oleksiejczuk KO Win
Michel Pereira,170 lbs.,Danny Roberts,WIN,KO/TKO ,1.0,1:47,KO,Michel Pereira KO Win,Michel Pereira Decision Win
Michel Prazeres,170 lbs.,Zak Cummings,WIN,S-DEC,3.0,5:00,Decision,Michel Prazeres Decision Win,Michel Prazeres Decision Win
Michelle Waterson-Gomez,115 lbs.,Angela Hill,WIN,S-DEC ,5.0,5:00,Decision,Michelle Waterson-Gomez Decision Win,Angela Hill Decision Win
Michihiro Omigawa,145 lbs.,Iuri Alcantara,LOSS,U-DEC,3.0,5:00,Decision,Iuri Alcantara Decision Win,Iuri Alcantara Decision Win
Michinori Tanaka,135 lbs.,Joe Soto,WIN,S-DEC,3.0,5:00,Decision,Michinori Tanaka Decision Win,Joe Soto Decision Win
Mickey Gall,170 lbs.,Jordan Williams,WIN,SUB,1.0,2:57,Submission,Mickey Gall Submission Win,Mickey Gall Submission Win
Miesha Tate,125 lbs.,Raquel Pennington,LOSS,U-DEC,3.0,5:00,Decision,Raquel Pennington Decision Win,Raquel Pennington Decision Win
Miguel Baeza,170 lbs.,Victor Reyna,WIN,U-DEC,3.0,5:00,Decision,Miguel Baeza Decision Win,Miguel Baeza KO Win
Miguel Torres,135 lbs.,Demetrious Johnson,LOSS,U-DEC,3.0,5:00,Decision,Demetrious Johnson Decision Win,Miguel Torres Decision Win
Mike Brown,145 lbs.,Rani Yahya,LOSS,U-DEC,3.0,5:00,Decision,Rani Yahya Decision Win,Mike Brown Decision Win
Mike Davis,155 lbs.,Mason Jones,WIN,U-DEC ,3.0,5:00,Decision,Mike Davis Decision Win,Mike Davis Decision Win
Mike Easton,135 lbs.,Byron Bloodworth,WIN,KO/TKO,2.0,4:52,KO,Mike Easton KO Win,Mike Easton KO Win
Mike Kyle,205 lbs.,Antonio Silva,LOSS,KO/TKO,2.0,2:49,KO,Antonio Silva KO Win,Mike Kyle KO Win
Mike Massenzio,185 lbs.,Drew McFedries,WIN,SUB,1.0,1:28,Submission,Mike Massenzio Submission Win,Drew McFedries KO Win
Mike Perry,170 lbs.,Geoff Neal,LOSS,KO/TKO,1.0,1:30,KO,Geoff Neal KO Win,Geoff Neal Decision Win
Mike Pierce,170 lbs.,Seth Baczynski,WIN,U-DEC,3.0,5:00,Decision,Mike Pierce Decision Win,Mike Pierce KO Win
Mike Pyle,170 lbs.,Ricardo Almeida,WIN,U-DEC,3.0,5:00,Decision,Mike Pyle Decision Win,Ricardo Almeida Decision Win
Mike Rodriguez,205 lbs.,Jamelle Jones,WIN,KO/TKO,1.0,2:15,KO,Mike Rodriguez KO Win,Mike Rodriguez KO Win
Mike Russow,255 lbs.,Sergei Kharitonov,LOSS,SUB,1.0,3:46,Submission,Sergei Kharitonov Submission Win,Sergei Kharitonov KO Win
Mike Swick,170 lbs.,Jonathan Goulet,WIN,KO/TKO,1.0,0:33,KO,Mike Swick KO Win,Mike Swick KO Win
Mike Whitehead,205 lbs.,Renato Sobral,LOSS,U-DEC,3.0,5:00,Decision,Renato Sobral Decision Win,Renato Sobral KO Win
Mike de la Torre,145 lbs.,Yui Chul Nam,WIN,S-DEC,3.0,5:00,Decision,Mike de la Torre Decision Win,Mike de la Torre Decision Win
Mike van Arsdale,205 lbs.,John Marsh,WIN,U-DEC,3.0,5:00,Decision,Mike van Arsdale Decision Win,Mike van Arsdale Decision Win
Miles Johns,135 lbs.,Richie Santiago,WIN,U-DEC,3.0,5:00,Decision,Miles Johns Decision Win,Miles Johns Decision Win
Miranda Maverick,125 lbs.,Erin Blanchfield,LOSS,U-DEC,3.0,5:00,Decision,Erin Blanchfield Decision Win,Erin Blanchfield Decision Win
Mirko Filipovic,230 lbs.,Brendan Schaub,LOSS,KO/TKO,3.0,3:44,KO,Brendan Schaub KO Win,Mirko Filipovic KO Win
Mirsad Bektic,145 lbs.,Josh Emmett,LOSS,KO/TKO,1.0,4:25,KO,Josh Emmett KO Win,Josh Emmett Decision Win
Misha Cirkunov,205 lbs.,Krzysztof Jotko,LOSS,S-DEC,3.0,5:00,Decision,Krzysztof Jotko Decision Win,Krzysztof Jotko Decision Win
Mitch Clarke,155 lbs.,John Cholish,LOSS,KO/TKO,2.0,4:36,KO,John Cholish KO Win,Mitch Clarke Submission Win
Mitch Gagnon,135 lbs.,Bryan Caraway,LOSS,SUB ,3.0,1:39,Submission,Bryan Caraway Submission Win,Bryan Caraway Submission Win
Mitsuhiro Ishida,154 lbs.,Gilbert Melendez,LOSS,KO/TKO,3.0,3:56,KO,Gilbert Melendez KO Win,Mitsuhiro Ishida Decision Win
Mizuto Hirota,155 lbs.,Shinya Aoki,LOSS,SUB,1.0,1:17,Submission,Shinya Aoki Submission Win,Shinya Aoki Decision Win
Modestas Bukauskas,205 lbs.,Michal Oleksiejczuk,LOSS,S-DEC,3.0,5:00,Decision,Michal Oleksiejczuk Decision Win,Michal Oleksiejczuk KO Win
Molly McCann,125 lbs.,Luana Carolina,WIN,KO/TKO ,3.0,1:52,KO,Molly McCann KO Win,Luana Carolina Decision Win
Montana De La Rosa,125 lbs.,Christina Marks,WIN,SUB,1.0,2:00,Submission,Montana De La Rosa Submission Win,Montana De La Rosa Submission Win
Montel Jackson,135 lbs.,Rico DiSciullo,WIN,KO/TKO,3.0,2:15,KO,Montel Jackson KO Win,Montel Jackson KO Win
Movsar Evloev,145 lbs.,Nik Lentz,WIN,S-DEC,3.0,5:00,Decision,Movsar Evloev Decision Win,Movsar Evloev Decision Win
Mu Bae Choi,230 lbs.,Soa Palelei,WIN,SUB,2.0,4:55,Submission,Mu Bae Choi Submission Win,Soa Palelei KO Win
Muhammed Lawal,205 lbs.,Travis Wiuff,WIN,KO/TKO,1.0,2:11,KO,Muhammed Lawal KO Win,Muhammed Lawal KO Win
Murilo Bustamante,183 lbs.,Dan Henderson,LOSS,S-DEC,2.0,5:00,Decision,Dan Henderson Decision Win,Dan Henderson Decision Win
Murilo Rua,185 lbs.,Paulo Filho,LOSS,U-DEC,2.0,5:00,Decision,Paulo Filho Decision Win,Paulo Filho Submission Win
Muslim Salikhov,170 lbs.,Alex Garcia,LOSS,SUB,2.0,3:22,Submission,Alex Garcia Submission Win,Muslim Salikhov Decision Win
Myles Jury,145 lbs.,Ricky Glenn,WIN,U-DEC,3.0,5:00,Decision,Myles Jury Decision Win,Ricky Glenn Decision Win
Nah-Shon Burrell,170 lbs.,Chris Spang,LOSS,KO/TKO,1.0,3:25,KO,Chris Spang KO Win,Nah-Shon Burrell Decision Win
Nam Phan,135 lbs.,Dennis Siver,LOSS,U-DEC,3.0,5:00,Decision,Dennis Siver Decision Win,Dennis Siver Decision Win
Naoya Ogawa,255 lbs.,Paulo Cesar Silva,WIN,KO/TKO,1.0,3:29,KO,Naoya Ogawa KO Win,Naoya Ogawa Submission Win
Naoyuki Kotani,155 lbs.,Norman Parke,LOSS,KO/TKO,2.0,3:41,KO,Norman Parke KO Win,Norman Parke Decision Win
Nasrat Haqparast,155 lbs.,Dan Hooker,LOSS,U-DEC,3.0,5:00,Decision,Dan Hooker Decision Win,Nasrat Haqparast Decision Win
Nassourdine Imavov,185 lbs.,Edmen Shahbazyan,WIN,KO/TKO,2.0,4:52,KO,Nassourdine Imavov KO Win,Nassourdine Imavov Decision Win
Nate Diaz,170 lbs.,Hermes Franca,LOSS,SUB,2.0,2:46,Submission,Hermes Franca Submission Win,Hermes Franca Decision Win
Nate Landwehr,145 lbs.,Ludovit Klein,WIN,SUB ,3.0,2:22,Submission,Nate Landwehr Submission Win,Ludovit Klein KO Win
Nate Maness,125 lbs.,Tony Gravely,WIN,KO/TKO ,2.0,2:10,KO,Nate Maness KO Win,Tony Gravely Decision Win
Nate Marquardt,185 lbs.,Demian Maia,WIN,KO/TKO ,1.0,0:21,KO,Nate Marquardt KO Win,Demian Maia Decision Win
Nate Quarry,185 lbs.,Jason MacDonald,WIN,KO/TKO,1.0,2:27,KO,Nate Quarry KO Win,Nate Quarry KO Win
Nathan Coy,170 lbs.,Danny Roberts,LOSS,SUB,1.0,2:46,Submission,Danny Roberts Submission Win,Nathan Coy KO Win
Nathaniel Wood,145 lbs.,Johnny Eduardo,WIN,SUB ,2.0,2:18,Submission,Nathaniel Wood Submission Win,Nathaniel Wood Submission Win
Neil Magny,170 lbs.,Lorenz Larkin,LOSS,KO/TKO,1.0,4:08,KO,Lorenz Larkin KO Win,Neil Magny Decision Win
Neil Seery,125 lbs.,Brad Pickett,LOSS,U-DEC,3.0,5:00,Decision,Brad Pickett Decision Win,Brad Pickett Decision Win
